Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,H/C,KM [CH2],KMD [CH2],I,N/C,NKM [CH2],O/C,O/N,S/C
,1,C31H50,100,422.390703,0,0.1,47.2,7.5,odd,ok,1.613,421.919052,0.080948,,0,422,0,0,0
,1,C31H50,100,422.390703,0,0.1,47.2,7.5,odd,ok,1.613,421.919052,0.080948,,0,422,0,0,0
,1,C31H50,100,422.390703,0,0.1,47.2,7.5,odd,ok,1.613,421.919052,0.080948,,0,422,0,0,0
422.393847,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,742121,0,422,0,0,0.036
,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,,0,422,0,0,0.036
,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,,0,422,0,0,0.036
,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,,0,422,0,0,0.036
,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,,0,422,0,0,0.036
,1,C28H54S,100,422.394074,0.5,-1.5,462.5,4.5,odd,ok,1.929,421.922198,0.077802,,0,422,0,0,0.036
422.471892,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,388249,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
,1,C29H60N,100,422.472027,0.3,0.1,n.a.,1,even,ok,2.069,422.000157,-0.000157,,0.034,422,0,0,0
422.484641,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,1359793,0,422,0,0,0
,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,,0,422,0,0,0
,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,,0,422,0,0,0
,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,,0,422,0,0,0
,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,,0,422,0,0,0
,1,C30H62,100,422.484603,-0.1,-0.7,147.2,0.5,odd,ok,2.067,422.012891,-0.012891,,0,422,0,0,0
423.385932,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,408432,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
,1,C30H49N,100,423.385952,0,0,n.a.,7.5,odd,ok,1.633,422.913175,0.086825,,0.033,423,0,0,0
423.492416,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,393313,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
,1,C30H63,100,423.492428,0,-2.5,619.4,0,even,ok,2.1,423.019541,-0.019541,,0,423,0,0,0
424.406375,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,2010268,0,424,0,0,0
,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,,0,424,0,0,0
,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,,0,424,0,0,0
,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,,0,424,0,0,0
,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,,0,424,0,0,0
,1,C31H52,100,424.406353,-0.1,0,34.4,6.5,odd,ok,1.677,423.932479,0.067521,,0,424,0,0,0
424.409616,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,592018,0,424,0,0,0.036
,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,,0,424,0,0,0.036
,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,,0,424,0,0,0.036
,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,,0,424,0,0,0.036
,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,,0,424,0,0,0.036
,1,C28H56S,100,424.409724,0.3,-1.6,483.6,3.5,odd,ok,2,423.935717,0.064283,,0,424,0,0,0.036
425.401582,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,609217,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
,1,C30H51N,100,425.401602,0,0,n.a.,6.5,odd,ok,1.7,424.926574,0.073426,,0.033,425,0,0,0
426.33156,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,387313,0,426,0,0,0.034
,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,,0,426,0,0,0.034
,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,,0,426,0,0,0.034
,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,,0,426,0,0,0.034
,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,,0,426,0,0,0.034
,1,C21H42N6O3,0.68,426.331291,-0.6,-2,410.1,4.5,odd,ok,2,425.855515,0.144485,,0.286,426,0.143,0.5,0
,1,C29H46S,100,426.331474,-0.2,-1.6,380.5,9.5,odd,ok,1.586,425.855515,0.144485,,0,426,0,0,0.034
426.422016,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,2449908,0,426,0,0,0
,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,,0,426,0,0,0
,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,,0,426,0,0,0
,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,,0,426,0,0,0
,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,,0,426,0,0,0
,1,C31H54,100,426.422003,0,1.4,66.6,5.5,odd,ok,1.742,425.94587,0.05413,,0,426,0,0,0
426.425146,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,559454,0,426,0,0,0.036
,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,,0,426,0,0,0.036
,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,,0,426,0,0,0.036
,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,,0,426,0,0,0.036
,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,,0,426,0,0,0.036
,1,C28H58S,100,426.425374,0.5,-2.5,499,2.5,odd,ok,2.071,425.948996,0.051004,,0,426,0,0,0.036
427.417269,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,629012,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
,1,C30H53N,100,427.417252,0,-0.7,394.3,5.5,odd,ok,1.767,426.940011,0.059989,,0.033,427,0,0,0
428.343815,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,418486,0,428,0,0,0
,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,,0,428,0,0,0
,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,,0,428,0,0,0
,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,,0,428,0,0,0
,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,,0,428,0,0,0
,1,C32H44,100,428.343753,-0.1,-0.1,n.a.,11.5,odd,ok,1.375,427.865522,0.134478,,0,428,0,0,0
428.425207,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,454780,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
,1,C30H54N,100,428.425077,-0.3,-0.7,555.4,5,even,ok,1.8,427.946824,0.053176,,0.033,428,0,0,0
428.437677,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,2474463,0,428,0,0,0
,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,,0,428,0,0,0
,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,,0,428,0,0,0
,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,,0,428,0,0,0
,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,,0,428,0,0,0
,1,C31H56,100,428.437653,-0.1,1.4,63.4,4.5,odd,ok,1.806,427.959279,0.040721,,0,428,0,0,0
428.440782,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,483546,0,428,0,0,0.036
,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,,0,428,0,0,0.036
,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,,0,428,0,0,0.036
,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,,0,428,0,0,0.036
,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,,0,428,0,0,0.036
,1,C28H60S,100,428.441025,0.6,-2.5,500.4,1.5,odd,ok,2.143,427.962382,0.037618,,0,428,0,0,0.036
429.18245,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,349909,0,429,0.714,0,0.143
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C14H29N4O11,59.82,429.182734,0.7,0.3,n.a.,3,even,ok,2.071,428.703221,0.296779,,0.286,429,0.786,2.75,0
,3,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C14H29N4O11,59.82,429.182734,0.7,0.3,n.a.,3,even,ok,2.071,428.703221,0.296779,,0.286,429,0.786,2.75,0
,3,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C14H37O10S2,100,429.182266,-0.4,-0.1,n.a.,1,even,ok,2.643,428.703221,0.296779,,0,429,0.714,0,0.143
,2,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
,1,C27H21N6,61.29,429.182221,-0.5,-0.2,n.a.,21,even,ok,0.778,428.703221,0.296779,,0.222,429,0,0,0
,2,C21H27N5O3S,99.19,429.182912,1.1,0.3,n.a.,13.5,odd,ok,1.286,428.703221,0.296779,,0.238,429,0.143,0.6,0.048
429.432835,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,724217,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
,1,C30H55N,100,429.432902,0.2,-0.5,321.2,4.5,odd,ok,1.833,428.953326,0.046674,,0.033,429,0,0,0
430.359402,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,599165,0,430,0,0,0
,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,,0,430,0,0,0
,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,,0,430,0,0,0
,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,,0,430,0,0,0
,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,,0,430,0,0,0
,1,C32H46,100,430.359403,0,0,n.a.,10.5,odd,ok,1.438,429.878859,0.121141,,0,430,0,0,0
430.362705,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,580427,0,430,0,0,0.034
,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,,0,430,0,0,0.034
,1,C21H46N6O3,0.38,430.362591,-0.3,-1.8,437.1,2.5,odd,ok,2.19,429.882158,0.117842,,0.286,430,0.143,0.5,0
,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,,0,430,0,0,0.034
,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,,0,430,0,0,0.034
,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,,0,430,0,0,0.034
,1,C29H50S,100,430.362774,0.2,-1.4,405.4,7.5,odd,ok,1.724,429.882158,0.117842,,0,430,0,0,0.034
430.416938,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,367138,0,430,0.033,0,0
,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,,0,430,0.033,0,0
,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,,0,430,0.033,0,0
,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,,0,430,0.033,0,0
,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,,0,430,0.033,0,0
,1,C30H54O,100,430.416918,0,0,n.a.,4.5,odd,ok,1.8,429.936331,0.063669,,0,430,0.033,0,0
430.440647,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,404358,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
,1,C30H56N,100,430.440727,0.2,-0.5,531,4,even,ok,1.867,429.960013,0.039987,,0.033,430,0,0,0
430.453283,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,2791567,0,430,0,0,0
,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,,0,430,0,0,0
,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,,0,430,0,0,0
,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,,0,430,0,0,0
,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,,0,430,0,0,0
,1,C31H58,100,430.453303,0,1.5,48.2,3.5,odd,ok,1.871,429.972636,0.027364,,0,430,0,0,0
431.448585,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,494103,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
,1,C30H57N,100,431.448552,-0.1,-0.6,446.3,3.5,odd,ok,1.9,430.966825,0.033175,,0.033,431,0,0,0
432.375137,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,932671,0,432,0,0,0
,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,,0,432,0,0,0
,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,,0,432,0,0,0
,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,,0,432,0,0,0
,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,,0,432,0,0,0
,1,C32H48,100,432.375053,-0.2,0,44.2,9.5,odd,ok,1.5,431.892344,0.107656,,0,432,0,0,0
432.378366,1,C21H48N6O3,0.2,432.378241,-0.3,-2.7,472.6,1.5,odd,ok,2.286,431.895569,0.104431,555922,0.286,432,0.143,0.5,0
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
,1,C29H52S,100,432.378424,0.1,-1.5,439.9,6.5,odd,ok,1.793,431.895569,0.104431,,0,432,0,0,0.034
432.456381,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,413363,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
,1,C30H58N,100,432.456377,0,-0.6,523.4,3,even,ok,1.933,431.973497,0.026503,,0.033,432,0,0,0
432.468986,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,2248945,0,432,0,0,0
,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,,0,432,0,0,0
,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,,0,432,0,0,0
,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,,0,432,0,0,0
,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,,0,432,0,0,0
,1,C31H60,100,432.468953,-0.1,0,29.4,2.5,odd,ok,1.935,431.986087,0.013913,,0,432,0,0,0
433.464223,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,427594,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
,1,C30H59N,100,433.464202,0,0,n.a.,2.5,odd,ok,1.967,432.980213,0.019787,,0.033,433,0,0,0
434.390733,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,1036601,0,434,0,0,0
,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,,0,434,0,0,0
,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,,0,434,0,0,0
,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,,0,434,0,0,0
,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,,0,434,0,0,0
,1,C32H50,100,434.390703,-0.1,-0.3,263.1,8.5,odd,ok,1.563,433.905688,0.094312,,0,434,0,0,0
434.393936,1,C29H54S,100,434.394074,0.3,-3.5,457.8,5.5,odd,ok,1.862,433.908888,0.091112,539890,0,434,0,0,0.034
,1,C29H54S,100,434.394074,0.3,-3.5,457.8,5.5,odd,ok,1.862,433.908888,0.091112,,0,434,0,0,0.034
,1,C21H50N6O3,1.17,434.393891,-0.1,-1.7,480.6,0.5,odd,ok,2.381,433.908888,0.091112,,0.286,434,0.143,0.5,0
,1,C29H54S,100,434.394074,0.3,-3.5,457.8,5.5,odd,ok,1.862,433.908888,0.091112,,0,434,0,0,0.034
,1,C29H54S,100,434.394074,0.3,-3.5,457.8,5.5,odd,ok,1.862,433.908888,0.091112,,0,434,0,0,0.034
