Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,KM [CH2],KMD [CH2],NKM [CH2],I,H/C,N/C,O/C,O/N,S/C,rdb
,1,C28H54S,100,422.394074,0.3,-4.8,487.7,4.5,odd,ok,421.92229,0.07771,422,,1.929,0,0,0,0.036,4.5
,1,C28H54S,100,422.394074,0.3,-4.8,487.7,4.5,odd,ok,421.92229,0.07771,422,,1.929,0,0,0,0.036,4.5
,1,C28H54S,100,422.394074,0.3,-4.8,487.7,4.5,odd,ok,421.92229,0.07771,422,,1.929,0,0,0,0.036,4.5
422.484627,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,1082786,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
,1,C30H62,100,422.484603,-0.1,1.4,148,0.5,odd,ok,422.012877,-0.012877,422,,2.067,0,0,0,0,0.5
423.385923,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,621165,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
,1,C30H49N,100,423.385952,0.1,-0.5,320.6,7.5,odd,ok,422.913166,0.086834,423,,1.633,0.033,0,0,0,7.5
424.406369,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,2268972,1.677,0,0,0,0,6.5
,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,,1.677,0,0,0,0,6.5
,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,,1.677,0,0,0,0,6.5
,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,,1.677,0,0,0,0,6.5
,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,,1.677,0,0,0,0,6.5
,1,C31H52,100,424.406353,0,0,28,6.5,odd,ok,423.932473,0.067527,424,,1.677,0,0,0,0,6.5
424.409519,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,676424,2,0,0,0,0.036,3.5
,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,,2,0,0,0,0.036,3.5
,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,,2,0,0,0,0.036,3.5
,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,,2,0,0,0,0.036,3.5
,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,,2,0,0,0,0.036,3.5
,1,C28H56S,100,424.409724,0.5,-1.5,480.4,3.5,odd,ok,423.93562,0.06438,424,,2,0,0,0,0.036,3.5
425.401508,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,723514,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
,1,C30H51N,100,425.401602,0.2,0.1,n.a.,6.5,odd,ok,424.926501,0.073499,425,,1.7,0.033,0,0,0,6.5
426.422022,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,2440369,1.742,0,0,0,0,5.5
,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,,1.742,0,0,0,0,5.5
,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,,1.742,0,0,0,0,5.5
,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,,1.742,0,0,0,0,5.5
,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,,1.742,0,0,0,0,5.5
,1,C31H54,100,426.422003,0,1.4,69.1,5.5,odd,ok,425.945876,0.054124,426,,1.742,0,0,0,0,5.5
426.425118,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,532057,2.071,0,0,0,0.036,2.5
,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,,2.071,0,0,0,0.036,2.5
,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,,2.071,0,0,0,0.036,2.5
,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,,2.071,0,0,0,0.036,2.5
,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,,2.071,0,0,0,0.036,2.5
,1,C28H58S,100,426.425374,0.6,-2.5,498.3,2.5,odd,ok,425.948968,0.051032,426,,2.071,0,0,0,0.036,2.5
427.417166,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,529854,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
,1,C30H53N,100,427.417252,0.2,-0.5,467.4,5.5,odd,ok,426.939908,0.060092,427,,1.767,0.033,0,0,0,5.5
428.343767,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,733568,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
,1,C32H44,100,428.343753,0,0,n.a.,11.5,odd,ok,427.865475,0.134525,428,,1.375,0,0,0,0,11.5
428.437667,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,2552854,1.806,0,0,0,0,4.5
,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,,1.806,0,0,0,0,4.5
,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,,1.806,0,0,0,0,4.5
,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,,1.806,0,0,0,0,4.5
,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,,1.806,0,0,0,0,4.5
,1,C31H56,100,428.437653,0,1.4,64.6,4.5,odd,ok,427.959269,0.040731,428,,1.806,0,0,0,0,4.5
428.440842,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,624886,2.143,0,0,0,0.036,1.5
,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,,2.143,0,0,0,0.036,1.5
,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,,2.143,0,0,0,0.036,1.5
,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,,2.143,0,0,0,0.036,1.5
,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,,2.143,0,0,0,0.036,1.5
,1,C28H60S,100,428.441025,0.4,-2.6,497.9,1.5,odd,ok,427.962441,0.037559,428,,2.143,0,0,0,0.036,1.5
429.182631,1,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,629271,2.643,0,0.714,0,0.143,1
,1,C14H29N4O11,59.98,429.182734,0.2,0.1,n.a.,3,even,ok,428.703402,0.296598,429,,2.071,0.286,0.786,2.75,0,3
,2,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,3,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
,1,C14H29N4O11,59.98,429.182734,0.2,0.1,n.a.,3,even,ok,428.703402,0.296598,429,,2.071,0.286,0.786,2.75,0,3
,2,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,3,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
,1,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,2,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
,1,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,2,C27H21N6,52.4,429.182221,-1,-0.4,n.a.,21,even,ok,428.703402,0.296598,429,,0.778,0.222,0,0,0,21
,1,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,2,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
,1,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,2,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
,1,C21H27N5O3S,100,429.182912,0.7,0.2,n.a.,13.5,odd,ok,428.703402,0.296598,429,,1.286,0.238,0.143,0.6,0.048,13.5
,2,C14H37O10S2,85.6,429.182266,-0.9,-0.2,n.a.,1,even,ok,428.703402,0.296598,429,,2.643,0,0.714,0,0.143,1
429.432888,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,601464,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
,1,C30H55N,100,429.432902,0,-0.6,398.4,4.5,odd,ok,428.95338,0.04662,429,,1.833,0.033,0,0,0,4.5
430.359445,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,880058,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
,1,C32H46,100,430.359403,-0.1,4,274.1,10.5,odd,ok,429.878902,0.121098,430,,1.438,0,0,0,0,10.5
430.362629,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,481780,1.724,0,0,0,0.034,7.5
,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,,1.724,0,0,0,0.034,7.5
,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,,1.724,0,0,0,0.034,7.5
,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,,1.724,0,0,0,0.034,7.5
,1,C21H46N6O3,4.41,430.362591,-0.1,-0.2,495.6,2.5,odd,ok,429.882082,0.117918,430,,2.19,0.286,0.143,0.5,0,2.5
,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,,1.724,0,0,0,0.034,7.5
,1,C29H50S,100,430.362774,0.3,-1.6,480.3,7.5,odd,ok,429.882082,0.117918,430,,1.724,0,0,0,0.034,7.5
430.453301,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,2424032,1.871,0,0,0,0,3.5
,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,,1.871,0,0,0,0,3.5
,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,,1.871,0,0,0,0,3.5
,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,,1.871,0,0,0,0,3.5
,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,,1.871,0,0,0,0,3.5
,1,C31H58,100,430.453303,0,1.5,109.4,3.5,odd,ok,429.972653,0.027347,430,,1.871,0,0,0,0,3.5
431.448703,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,578002,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
,1,C30H57N,100,431.448552,-0.3,-0.8,524.6,3.5,odd,ok,430.966943,0.033057,431,,1.9,0.033,0,0,0,3.5
432.375078,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,1279598,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
,1,C32H48,100,432.375053,-0.1,-0.4,154.4,9.5,odd,ok,431.892285,0.107715,432,,1.5,0,0,0,0,9.5
432.37824,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,623787,1.793,0,0,0,0.034,6.5
,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,,1.793,0,0,0,0.034,6.5
,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,,1.793,0,0,0,0.034,6.5
,1,C21H48N6O3,0.13,432.378241,0,0.9,469.9,1.5,odd,ok,431.895442,0.104558,432,,2.286,0.286,0.143,0.5,0,1.5
,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,,1.793,0,0,0,0.034,6.5
,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,,1.793,0,0,0,0.034,6.5
,1,C29H52S,100,432.378424,0.4,-1.5,434.1,6.5,odd,ok,431.895442,0.104558,432,,1.793,0,0,0,0.034,6.5
432.456433,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,627252,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
,1,C30H58N,100,432.456377,-0.1,-0.7,487.1,3,even,ok,431.973548,0.026452,432,,1.933,0.033,0,0,0,3
432.468949,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,2350302,1.935,0,0,0,0,2.5
,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,,1.935,0,0,0,0,2.5
,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,,1.935,0,0,0,0,2.5
,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,,1.935,0,0,0,0,2.5
,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,,1.935,0,0,0,0,2.5
,1,C31H60,100,432.468953,0,1.5,98.4,2.5,odd,ok,431.98605,0.01395,432,,1.935,0,0,0,0,2.5
433.370316,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,476879,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
,1,C31H47N,100,433.370302,0,0,n.a.,9.5,odd,ok,432.886411,0.113589,433,,1.516,0.032,0,0,0,9.5
433.464252,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,579469,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
,1,C30H59N,100,433.464202,-0.1,-0.6,523.1,2.5,odd,ok,432.980242,0.019758,433,,1.967,0.033,0,0,0,2.5
434.390779,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,1162746,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
,1,C32H50,100,434.390703,-0.2,-0.4,332.9,8.5,odd,ok,433.905734,0.094266,434,,1.563,0,0,0,0,8.5
434.39389,1,C21H50N6O3,100,434.393891,0,0.9,489.1,0.5,odd,ok,433.908842,0.091158,434,553772,2.381,0.286,0.143,0.5,0,0.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
,1,C29H54S,100,434.394074,0.4,-3.6,509,5.5,odd,ok,433.908842,0.091158,434,,1.862,0,0,0,0.034,5.5
434.471993,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,586876,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
,1,C30H60N,100,434.472027,0.1,0,n.a.,2,even,ok,433.986857,0.013143,434,,2,0.033,0,0,0,2
434.484609,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,1692773,2,0,0,0,0,1.5
,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,,2,0,0,0,0,1.5
,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,,2,0,0,0,0,1.5
,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,,2,0,0,0,0,1.5
,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,,2,0,0,0,0,1.5
,1,C31H62,100,434.484603,0,0,27.7,1.5,odd,ok,433.99946,0.00054,434,,2,0,0,0,0,1.5
436.406352,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,1463356,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
,1,C32H52,100,436.406353,0,-0.4,202.1,7.5,odd,ok,435.919057,0.080943,436,,1.625,0,0,0,0,7.5
